Wikipedia_movie_ID,Freebase_movie_ID,Movie_name,Movie_release_date,Movie_box_office_revenue,Movie_runtime,Movie_languages,Movie_countries,Movie_genres,nb_languages,nb_country,nb_genre,Movie_language,FirstLanguage_Name,SecondLanguage_Name,FirstCountry_Name,SecondCountry_Name
19494009,/m/04m_wkg,Klingende toner,1945-08-06 00:00:00+00:00,,,"{""/m/0295r"": ""Danish Language""}",['Denmark'],['Black-and-white'],1,1,1,['Danish '],Danish ,,Denmark,
31323885,/m/0gjd9qv,Soldat und Sportler,1959-01-01 00:00:00+00:00,,,"{""/m/04306rv"": ""German Language""}",['German Democratic Republic'],['Short Film'],1,1,1,['German '],German ,,German Democratic Republic,
12371532,/m/02w1jsk,Chasing Ghosts: Beyond the Arcade,2007-01-01 00:00:00+00:00,,90.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Culture & Society', 'Biography', 'Documentary']",1,1,3,['English '],English ,,United States of America,
24399617,/m/07s63_7,Bruce Lee: The Lost Interview,1994-11-02 00:00:00+00:00,,30.0,"{""/m/02h40lc"": ""English Language""}",['Canada'],['Short Film'],1,1,1,['English '],English ,,Canada,
32104837,/m/0g4zl4c,It Came Upon the Midnight Clear,1984-12-15 00:00:00+00:00,,99.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Family Film', 'Drama', 'Christmas movie', 'Television movie']",1,1,4,['English '],English ,,United States of America,
20334086,/m/04zyc0t,Vipers,2008-09-21 00:00:00+00:00,,89.0,{},['United States of America'],"['Horror', 'Television movie']",0,1,2,,,,United States of America,
5915856,/m/0fdc85,Ivar,2003-10-01 00:00:00+00:00,,,"{""/m/0999q"": ""Malayalam Language""}",['India'],"['Malayalam Cinema', 'Action']",1,1,2,['Malayalam '],Malayalam ,,India,
31137877,/m/0gh7n22,Boadicea,,,,{},,"['Drama', 'Historical drama', 'War film']",0,0,3,,,,,
2647998,/m/07v6f3,The Human Tornado,1976-01-01 00:00:00+00:00,,86.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Action/Adventure', 'Action Comedy', 'Cult', 'Blaxploitation', 'Martial Arts Film', 'Comedy', 'Action']",1,1,7,['English '],English ,,United States of America,
21958879,/m/05p89qm,Vent'anni,1949-01-01 00:00:00+00:00,,95.0,"{""/m/02bjrlw"": ""Italian Language""}",['Italy'],['Comedy'],1,1,1,['Italian '],Italian ,,Italy,
1254263,/m/04mhwd,Shivers,1975-10-10 00:00:00+00:00,,89.0,"{""/m/02h40lc"": ""English Language""}",['Canada'],"['Science Fiction', 'Horror', 'Erotica', 'Sci-Fi Horror', 'Psychological thriller', 'Cult', 'Satire', 'Indie']",1,1,8,['English '],English ,,Canada,
20944359,/m/05b6cft,Adventurer's Fate,1958-01-01 00:00:00+00:00,,88.0,"{""/m/05zjd"": ""Portuguese Language""}",['Brazil'],['Western'],1,1,1,['Portuguese '],Portuguese ,,Brazil,
11353896,/m/02r8pmz,Zindagi,1976-01-01 00:00:00+00:00,,,"{""/m/03k50"": ""Hindi Language""}",['India'],['Bollywood'],1,1,1,['Hindi '],Hindi ,,India,
24761154,/m/080bxrj,My Friend Ganesha,2007-07-06 00:00:00+00:00,,190.0,"{""/m/03k50"": ""Hindi Language""}",['India'],['World cinema'],1,1,1,['Hindi '],Hindi ,,India,
27374355,/m/0by1_ff,Les Indiens sont encore loin,,,95.0,{},"['France', 'Switzerland']",['Drama'],0,2,1,,,,France,Switzerland
31304361,/m/0gj93w4,The Tango Player,1991-02-28 00:00:00+00:00,,96.0,"{""/m/04306rv"": ""German Language""}",['Germany'],['Drama'],1,1,1,['German '],German ,,Germany,
273431,/m/01p0lg,Terrorama,2001-01-01 00:00:00+00:00,,103.0,"{""/m/02bv9"": ""Dutch Language""}",['Netherlands'],"['Drama', 'Comedy']",1,1,2,['Dutch '],Dutch ,,Netherlands,
16686643,/m/03ymtlq,One Small Step: The Story of the Space Chimps,1995-01-01 00:00:00+00:00,,60.0,{},['United States of America'],['Documentary'],0,1,1,,,,United States of America,
7364373,/m/0kv612,The Covered Wagon,1923-01-01 00:00:00+00:00,3500000.0,23.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Short Film', 'Epic Western', 'Western', 'Silent film', 'Indie']",1,1,5,['English '],English ,,United States of America,
31026308,/m/0crvlhb,Sombra Verde,1954-01-01 00:00:00+00:00,,85.0,"{""/m/06nm1"": ""Spanish Language""}",['Mexico'],"['Action/Adventure', 'Thriller', 'Drama', 'Adventure', 'World cinema']",1,1,5,['Spanish '],Spanish ,,Mexico,
11996174,/m/02vlbrf,Aaj Ka Andha Kanoon,2003-06-10 00:00:00+00:00,,130.0,"{""/m/03k50"": ""Hindi Language""}",['India'],"['Crime Fiction', 'Gangster Film', 'Action', 'Drama', 'World cinema']",1,1,5,['Hindi '],Hindi ,,India,
7028314,/m/0h10pz,The Little Hut,1957-05-03 00:00:00+00:00,3600000.0,90.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Romantic comedy', 'Romance Film', 'Comedy']",1,1,3,['English '],English ,,United States of America,
31156641,/m/0gh8wn7,Nariman,2001-01-01 00:00:00+00:00,,,{},,"['Crime Fiction', 'Action', 'Drama']",0,0,3,,,,,
32224700,/m/0gy0wck,A Romance of Wastdale,1921-01-01 00:00:00+00:00,,,{},,"['Romance Film', 'Adventure']",0,0,2,,,,,
19929835,/m/04q6md9,Aftershock: Beyond the Civil War,2007-01-01 00:00:00+00:00,,,{},['United States of America'],['Documentary'],0,1,1,,,,United States of America,
25413122,/m/04j1nd9,Drums in the Deep South,1951-01-01 00:00:00+00:00,,87.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Action/Adventure', 'Western', 'War film']",1,1,3,['English '],English ,,United States of America,
5664529,/m/0dyy_v,Vixen!,1968-01-01 00:00:00+00:00,,70.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Softcore Porn', 'Sexploitation']",1,1,2,['English '],English ,,United States of America,
26776017,/m/0bm9993,Right to Love,1920-09-05 00:00:00+00:00,,70.0,"{""/m/06ppq"": ""Silent film""}",['United States of America'],['Silent film'],1,1,1,['Silent film'],Silent film,,United States of America,
29832307,/m/061l7z,The Thirteen Chairs,1969-01-01 00:00:00+00:00,,94.0,"{""/m/02bjrlw"": ""Italian Language"", ""/m/02h40lc"": ""English Language""}",['Italy'],"['Comedy film', 'Comedy']",2,1,2,"['Italian ', 'English ']",Italian ,English ,Italy,
24039457,/m/0crx1wl,ZA: Zombies Anonymous,2005-01-01 00:00:00+00:00,,118.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Parody', 'B-movie', 'Horror', 'Zombie Film']",1,1,4,['English '],English ,,United States of America,
31322464,/m/0gj8s31,Youth Sports Festival,1951-01-01 00:00:00+00:00,,,"{""/m/04306rv"": ""German Language""}",['German Democratic Republic'],"['Sports', 'Documentary']",1,1,2,['German '],German ,,German Democratic Republic,
12788657,/m/02x4zpv,The Boston Strangler,1968-01-01 00:00:00+00:00,17810894.0,116.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Crime Fiction', 'Mystery', 'Thriller', 'Drama', 'Crime Thriller']",1,1,5,['English '],English ,,United States of America,
31153831,/m/0gh6n43,Neela Ponman,1975-01-01 00:00:00+00:00,,,"{""/m/0999q"": ""Malayalam Language""}",['India'],,1,1,0,['Malayalam '],Malayalam ,,India,
27556929,/m/04j0jtp,Deadly Voyage,1996-01-01 00:00:00+00:00,,90.0,"{""/m/02h40lc"": ""English Language""}","['United States of America', 'United Kingdom']","['Thriller', 'Action Thrillers', 'Horror', 'Television movie', 'Action/Adventure', 'Drama', 'Suspense', 'Action']",1,2,8,['English '],English ,,United States of America,United Kingdom
4300418,/m/0bvx7h,The Hero: Love Story of a Spy,2003-04-11 00:00:00+00:00,,182.0,"{""/m/03k50"": ""Hindi Language""}",['India'],"['Thriller', 'Action Thrillers', 'Adventure', 'World cinema', 'Action/Adventure', 'Musical', 'Drama', 'Action', 'Musical Drama']",1,1,9,['Hindi '],Hindi ,,India,
29766415,/m/0fp_syp,Donald's Crime,,,,{},,['Short Film'],0,0,1,,,,,
30246289,/m/04mnqv6,33 Scenes from Life,2008-08-10 00:00:00+00:00,,100.0,"{""/m/05qqm"": ""Polish Language"", ""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language""}","['Poland', 'Germany']",['Drama'],2,2,1,['German ' 'Polish '],German ,Polish ,Poland,Germany
18109665,/m/04cx2r5,The Pine's Revenge,1915-09-19 00:00:00+00:00,,,"{""/m/06ppq"": ""Silent film"", ""/m/02h40lc"": ""English Language""}",['United States of America'],"['Short Film', 'Silent film', 'Drama', 'Black-and-white']",2,1,4,"['Silent film', 'English ']",Silent film,English ,United States of America,
29375144,/m/0djbd6g,The High Cost of Living,2011-04-22 00:00:00+00:00,,92.0,"{""/m/02h40lc"": ""English Language""}",['Canada'],"['Drama', 'Indie']",1,1,2,['English '],English ,,Canada,
24196090,/m/07k8x7p,The World of Geisha,1973-11-03 00:00:00+00:00,,73.0,"{""/m/03_9r"": ""Japanese Language""}",['Japan'],"['Erotic Drama', 'Japanese Movies', 'Erotica', 'World cinema', 'Period piece', 'Drama', 'Pornographic movie', 'Romantic drama', 'Romance Film']",1,1,9,['Japanese '],Japanese ,,Japan,
28028248,/m/0cm89jx,The House That Drips Blood on Alex,2010-10-14 00:00:00+00:00,,13.0,{},,['Short Film'],0,0,1,,,,,
8669450,/m/027d9tv,One Six Right,2005-11-25 00:00:00+00:00,,73.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],['Documentary'],1,1,1,['English '],English ,,United States of America,
10419077,/m/02qcf9g,Raampur Ka Lakshman,1972-01-01 00:00:00+00:00,,135.0,"{""/m/03k50"": ""Hindi Language""}",['India'],"['Drama', 'World cinema']",1,1,2,['Hindi '],Hindi ,,India,
2154704,/m/06qv1c,Choke Canyon,1986-05-02 00:00:00+00:00,,94.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Thriller', 'Action Thrillers', 'Science Fiction', 'Adventure']",1,1,4,['English '],English ,,United States of America,
28301986,/m/0cnxjzx,Dig That Uranium,1956-01-08 00:00:00+00:00,,61.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],['Comedy film'],1,1,1,['English '],English ,,United States of America,
17780234,/m/0479c20,Banana Club,1996-04-13 00:00:00+00:00,,,"{""/m/012w70"": ""Cantonese""}",['Hong Kong'],['Chinese Movies'],1,1,1,['Cantonese'],Cantonese,,Hong Kong,
33059372,/m/0h54gth,ChromeSkull: Laid to Rest 2,2011-09-20 00:00:00+00:00,,93.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Horror', 'Slasher']",1,1,2,['English '],English ,,United States of America,
3740032,/m/09yd9c,Desperate,1947-05-09 00:00:00+00:00,,73.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],['Film noir'],1,1,1,['English '],English ,,United States of America,
2659373,/m/07vz8r,The Iron Maiden,1963-06-07 00:00:00+00:00,,98.0,"{""/m/02h40lc"": ""English Language""}",['United Kingdom'],['Comedy'],1,1,1,['English '],English ,,United Kingdom,
17683792,/m/047m_z2,Mighty Times: The Children's March,2004-01-01 00:00:00+00:00,,40.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Short Film', 'Indie', 'Social issues', 'Documentary']",1,1,4,['English '],English ,,United States of America,
3873713,/m/0b4f1s,Lee Dae-ro Can't Die,2005-08-18 00:00:00+00:00,4736013.0,108.0,"{""/m/02hwhyv"": ""Korean Language""}",['South Korea'],"['Action', 'Comedy']",1,1,2,['Korean '],Korean ,,South Korea,
