Wikipedia_Movie_ID	Freebase_Movie_ID	Character_Name	Actor_Ethnicity	Actor_Name	Actor_Age_At_Movie_Release	Freebase_Character_Actor_Map_ID	Freebase_character_ID	Freebase_Actor_ID	Movie_Release_Year	Ethnicity_Label
362719	/m/01_mdl	Lex Luthor	/m/07hwkr	Gene Hackman	48.0	/m/0k3z0y	/m/04q78	/m/039bp	1978.0	European, Western European, British, German, Swiss, North American, Canadian, Scottish, Swiss-German, Pennsylvania Dutch
362719	/m/01_mdl	Lois Lane	/m/0g8_vp	Margot Kidder	30.0	/m/0k3z1q	/m/04pzy	/m/04mlmx	1978.0	European, Western European, British, North American, Canadian, Welsh
362719	/m/01_mdl	Jor-El	/m/07mqps	Marlon Brando	54.0	/m/0k3z0s	/m/02kdb5	/m/04__f	1978.0	European, Western European, British, Dutch, German, Irish, Central European, English
4459059	/m/0c3lr0	Billie Tyler	/m/04ggbzy	Charlize Theron	21.0	/m/0k7blx	/m/0gxnklx	/m/01l9p	1997.0	African, European, South African, Western European, Afrikaner, Dutch, African by ethnicity
4069274	/m/0bghc4	Alexandra Barrie	/m/07bch9	Karen Allen	52.0	/m/0cw0m_m	/m/0h5hrbm	/m/02jq_k	2004.0	European, Western European, British, Irish, English, Scottish, Welsh
1033297	/m/0401sg	Alice	/m/0268d21	Milla Jovovich	26.0	/m/0k2gjb	/m/02wtdcf	/m/0151ns	2002.0	European, Asian, Russian, Eastern European, Serbian, Yugoslav, Central European, Southern European
1033297	/m/0401sg	Rain Ocampo	/m/0912ll	Michelle Rodriguez	23.0	/m/0k2gjh	/m/0b_wn9	/m/01sl1q	2002.0	Caribbean, Dominican Republic, North American
1033297	/m/0401sg	Matt Addison	/m/022dp5	Eric Mabius	30.0	/m/0k2gjn	/m/092t_n	/m/07j844	2002.0	European, Western European, Austrian, Central European
1033297	/m/0401sg		/m/042gtr	Marisol Nichols	28.0	/m/0cs26zp		/m/06g1p2	2002.0	European, Jewish, Hungarian, European-Jewish, Hungarian-Jewish, Central European
12510319	/m/02w9pbl		/m/02p_gby	Robert Urich	42.0	/m/0h5jly5		/m/0dbxj	1989.0	European, Eastern European, Rusyn, Slovak, Ukrainian, Central European
32426830	/m/0gyvncq	Porky Pig	/m/041rx	Mel Blanc	40.0	/m/0hgvjvf	/m/0dngm	/m/0c5vh	1949.0	European, Jewish, Asian, Russian, Eastern European, Western European, German, European-Jewish, Lithuanian, German-Jewish, Lithuanian-Jewish, Russian-Jewish, Asian-Jewish, Central European
18620635	/m/04gnwd2	Daffy Duck	/m/041rx	Mel Blanc	34.0	/m/0gx867f	/m/0dng4	/m/0c5vh	1942.0	European, Jewish, Asian, Russian, Eastern European, Western European, German, European-Jewish, Lithuanian, German-Jewish, Lithuanian-Jewish, Russian-Jewish, Asian-Jewish, Central European
24789247	/m/080k_tj		/m/041rx	Mel Blanc	48.0	/m/0gx5555		/m/0c5vh	1956.0	European, Jewish, Asian, Russian, Eastern European, Western European, German, European-Jewish, Lithuanian, German-Jewish, Lithuanian-Jewish, Russian-Jewish, Asian-Jewish, Central European
24021571	/m/07kbj2s	Mark Matthews	/m/01hwt	Laz Alonso	36.0	/m/0b_t0g3	/m/0b_t0g6	/m/05_44t	2010.0	Caribbean, Cuban, North American
12061267	/m/02vnj6h		/m/033tf_	George Clooney	25.0	/m/04dbzj6		/m/014zcr	1987.0	European, Western European, German, Central European
12061267	/m/02vnj6h	Tina	/m/07hwkr	Laura Dern	19.0	/m/052c_q7	/m/0h2khs3	/m/09zmys	1987.0	European, Scandinavian, Western European, British, Norwegian, Scottish
12061267	/m/02vnj6h	Ron	/m/042gtr	Charlie Sheen	21.0	/m/052c_qd	/m/0gwwhq0	/m/01pllx	1987.0	European, Galician, Spanish, Southern European
31094908	/m/0gh7g5s		/m/041rx	Martin Balsam	31.0	/m/0mztwjw		/m/034q3l	1951.0	European, Jewish, Asian, Russian, Eastern European, European-Jewish, Russian-Jewish, Asian-Jewish
17024723	/m/04j32f2		/m/0283js_	Delroy Lindo	47.0	/m/04j32f4		/m/029_l	2000.0	Caribbean, Jamaican, North American
31633054	/m/04j03bn	Andy	/m/041rx	Corey Feldman	23.0	/m/04j03bq	/m/0gxbhlb	/m/0mdyn	1995.0	European, Jewish, Asian, Russian, Eastern European, Belarusian, European-Jewish, Polish, Romanian, Belarusian-Jewish, Polish-Jewish, Romanian-Jewish, Russian-Jewish, Asian-Jewish, Central European
206845	/m/01dc46	Weaver	/m/0xnvg	Sylvester Stallone	52.0	/m/02tbjbg	/m/0gxnkht	/m/0gn30	1998.0	European, Western European, Breton, French
206845	/m/01dc46	Queen	/m/0xnvg	Anne Bancroft	67.0	/m/0jtndr	/m/0h0n86p	/m/01dbk6	1998.0	European, Italian, Southern European
206845	/m/01dc46	General Mandible	/m/07hwkr	Gene Hackman	68.0	/m/02vbt3n	/m/0h0n87z	/m/039bp	1998.0	European, Western European, British, German, Swiss, North American, Canadian, Scottish, Swiss-German, Pennsylvania Dutch
206845	/m/01dc46	Psychologist	/m/041rx	Paul Mazursky	68.0	/m/0cg6120	/m/0h0n865	/m/020x5r	1998.0	European, Jewish, Asian, Russian, Eastern European, European-Jewish, Ukrainian, Russian-Jewish, Ukrainian-Jewish, Asian-Jewish
206845	/m/01dc46	Chip	/m/0g8_vp	Dan Aykroyd	46.0	/m/0jtndl	/m/0h0n875	/m/0d608	1998.0	European, Western European, British, Dutch, French, Irish, North American, Canadian, English, Scottish, French-Canadian
206845	/m/01dc46	Z	/m/041rx	Woody Allen	62.0	/m/0jtndf	/m/0h0n87p	/m/081lh	1998.0	European, Jewish, Asian, Russian, Eastern European, Western European, Austrian, European-Jewish, Lithuanian, Austrian-Jewish, Lithuanian-Jewish, Russian-Jewish, Asian-Jewish, Central European
3210963	/m/08zkct	Colonel Sharp	/m/041rx	Samuel Fuller	71.0	/m/0cgsv4q	/m/0cgsv4t	/m/04258w	1984.0	European, Jewish, Asian, Russian, Eastern European, European-Jewish, Polish, Polish-Jewish, Russian-Jewish, Asian-Jewish, Central European
2216254	/m/06wmyc	Patsy Jefferson	/m/041rx	Gwyneth Paltrow	22.0	/m/0j_4jy	/m/04fgqk7	/m/0bq2g	1995.0	Caribbean, European, Jewish, Asian, Russian, Barbadian, Belarusian, German, European-Jewish, Swiss, Belarusian-Jewish, Russian-Jewish, North American, Asian-Jewish, Swiss-German, Pennsylvania Dutch
1964091	/m/069dl1	Cris Johnson	/m/01qhm_	Nicolas Cage	43.0	/m/02h7l58	/m/02nwj_p	/m/01vvb4m	2007.0	European, Western European, German, Italian, Polish, Central European, Southern European
1964091	/m/069dl1	Irv	/m/0h2138	Peter Falk	79.0	/m/03jtgs3	/m/0hh4d8_	/m/05xpv	2007.0	European, Jewish, Asian, Russian, Eastern European, Czech, Hungarian, European-Jewish, Polish, Hungarian-Jewish, Polish-Jewish, Russian-Jewish, Asian-Jewish, Central European, Czech-Jewish
1964091	/m/069dl1	Liz Cooper	/m/09vc4s	Jessica Biel	25.0	/m/0gx8r7c	/m/0gx8r7f	/m/0320jz	2007.0	European, Jewish, Scandinavian, Western European, British, Danish, French, German, Hungarian, Irish, European-Jewish, Swedish, Swiss, Hungarian-Jewish, Central European, English, Scottish, Welsh, Swiss-German
3917900	/m/0b6qmv	Frank Carden	/m/0x67	Morgan Freeman	68.0	/m/04xg2fb	/m/04xg272	/m/055c8	2006.0	African, North African, Nigerien, African by ethnicity, Berber, Songhai, Tuareg
4724575	/m/0ck5rr		/m/033tf_	Paul Giamatti	38.0	/m/0k5b7s		/m/0zcbl	2006.0	European, Western European, British, Dutch, French, Scottish
1033477	/m/040280		/m/07hwkr	Greg Kinnear	40.0	/m/0jyvpy		/m/02t_st	2004.0	European, Western European, British, Irish, Scotch-Irish, Northern Ireland, Scottish
1033477	/m/040280	Richard Wells	/m/0xnvg	Robert De Niro	60.0	/m/0jyvqd	/m/0gxsb_6	/m/06cgy	2004.0	European, Western European, Dutch, French, German, Central European
27918049	/m/0ch2k69		/m/02ctzb	Cloris Leachman	85.0	/m/0hgt_dr		/m/02l3_5	2011.0	European, Czech, Central European
7280966	/m/0kv3jj		/m/041rx	Alan Arkin	53.0	/m/0dgld28		/m/015grj	1987.0	European, Jewish, Asian, Russian, Eastern European, Western European, German, European-Jewish, Ukrainian, German-Jewish, Russian-Jewish, Ukrainian-Jewish, Asian-Jewish, Central European
26068632	/m/0b6msm0	John Pierce	/m/07bch9	Sam Elliott	51.0	/m/0gd4nwk	/m/0h1p0jj	/m/06m6p7	1996.0	European, Western European, British, Scottish
28826929	/m/0dd9ljf		/m/033tf_	John Drew Barrymore	28.0	/m/0g9_pl9		/m/04jyz_	1961.0	European, Western European, British, German, Irish, Central European, English
5845807	/m/0f8qsq		/m/0ffhz3	Jim Belushi	36.0	/m/03lnlsk		/m/01wyzyl	1990.0	European, Albanian, Southern European
28388755	/m/0crdc2c	Uncle Terry	/m/033tf_	Edward Burns	42.0	/m/0cv4032	/m/0dfs0l4	/m/04wg38	2010.0	European, Scandinavian, Western European, Irish, Swedish
5884079	/m/0fbrd7	Joe	/m/01qhm_	Nicolas Cage	44.0	/m/0k74zl	/m/0gx3wjl	/m/01vvb4m	2008.0	European, Western European, German, Italian, Polish, Central European, Southern European
15670779	/m/03np63f	Augustus 'Gus' Trenor	/m/0g8_vp	Dan Aykroyd	48.0	/m/046043m	/m/0c1jb96	/m/0d608	2000.0	European, Western European, British, Dutch, French, Irish, North American, Canadian, English, Scottish, French-Canadian
31227417	/m/0gj8gbn		/m/0x67	Lena Horne	27.0	/m/0gw42h3		/m/01n44c	1944.0	African, European, Senegalese, Western European, British, Irish, Scotch-Irish, Northern Ireland, Scottish
31499936	/m/0b4cpgr		/m/033tf_	Dorothy Lamour	23.0	/m/0glv8x0		/m/01ty7_y	1938.0	European, Western European, French, Spanish, Southern European
817057	/m/03dwzc	Mark Sheppard	/m/033tf_	Peter Boyle	45.0	/m/0k1p65	/m/0h4_949	/m/02dth1	1981.0	European, Western European, French, Irish
1222278	/m/04jr3z	Theodorus van Gogh	/m/041rx	Leonard Nimoy	50.0	/m/04htxpv	/m/0c1fpq9	/m/0f13b	1982.0	European, Jewish, Asian, Russian, Eastern European, European-Jewish, Ukrainian, Russian-Jewish, Ukrainian-Jewish, Asian-Jewish
5088118	/m/0d23bl		/m/03lmx1	Clint Howard	21.0	/m/02vcmzk		/m/04xhwn	1981.0	European, Western European, Dutch
3184269	/m/0dnqr	Indiana Jones	/m/01qhm_	Harrison Ford	46.0	/m/0jzx7x	/m/03ttl	/m/0c0k1	1989.0	European, Jewish, Asian, Russian, Belarusian, European-Jewish, Belarusian-Jewish, Russian-Jewish, Asian-Jewish
3184269	/m/0dnqr	Indiana Jones	/m/041rx	River Phoenix	18.0	/m/0448qqk	/m/03ttl	/m/015076	1989.0	European, Jewish, Hungarian, European-Jewish, Hungarian-Jewish, Central European
5446828	/m/0dm9b7		/m/032j30	David Strathairn	57.0	/m/0k0htd		/m/031k24	2007.0	indigenous peoples, Polynesian, Oceanian, Native Hawaiian
25744220	/m/09v58kc	Alighiero	/m/065b6q	Mark Hamill	58.0	/m/0gy32ry	/m/0gy32s1	/m/0154d7	2010.0	European, Scandinavian, Western European, British, Swedish, Scottish, Welsh
1132138	/m/0490_m		/m/041rx	Whoopi Goldberg	47.0	/m/04d5v94		/m/0fb1q	2002.0	African, Bissau-Guinean
1132138	/m/0490_m	Daniel	/m/041rx	David Arquette	31.0	/m/04d5v99	/m/0h1nvlf	/m/02v60l	2002.0	European, Jewish, Asian, Russian, Eastern European, Western European, British, French, German, Irish, European-Jewish, Polish, Swiss, Polish-Jewish, Russian-Jewish, North American, Canadian, Asian-Jewish, Central European, English, Scottish, Welsh, French-Canadian, Swiss-German
1132138	/m/0490_m	John Dorian	/m/041rx	Zach Braff	27.0	/m/0h0x_g1	/m/0c2hzq	/m/036dyy	2002.0	European, Western European, British, English
1132138	/m/0490_m	Joe Snow	/m/09kr66	Mel Brooks	76.0	/m/0h2jbp9	/m/0h2jbpg	/m/052hl	2002.0	European, Jewish, Asian, Russian, Eastern European, Western European, German, European-Jewish, Polish, Ukrainian, German-Jewish, Polish-Jewish, Russian-Jewish, Ukrainian-Jewish, Asian-Jewish, Central European
414368	/m/025j92	Daffy Duck	/m/041rx	Mel Blanc	41.0	/m/052b95w	/m/0dng4	/m/0c5vh	1950.0	European, Jewish, Asian, Russian, Eastern European, Western European, German, European-Jewish, Lithuanian, German-Jewish, Lithuanian-Jewish, Russian-Jewish, Asian-Jewish, Central European
7100124	/m/0h44yf		/m/041rx	Mel Blanc	39.0	/m/0j2ffbz		/m/0c5vh	1948.0	European, Jewish, Asian, Russian, Eastern European, Western European, German, European-Jewish, Lithuanian, German-Jewish, Lithuanian-Jewish, Russian-Jewish, Asian-Jewish, Central European
9208103	/m/02809_l		/m/0g5y6	Mischa Auer	29.0	/m/04hv0_z		/m/04jx1g	1935.0	European, Jewish, Hungarian, European-Jewish, Hungarian-Jewish, Central European
18241669	/m/05m__6g	Cecilia	/m/03bkbh	Catherine Keener	39.0	/m/04d8m50	/m/0bnv02m	/m/04bdxl	1999.0	Arab, Middle Eastern, Lebanese, Asian, West Asian
18241669	/m/05m__6g	Young Vinnie	/m/08hpk0	Shawn Hatosy	23.0	/m/0bnv05g	/m/0bnv05k	/m/09ghbq	1999.0	European, Hungarian, Central European
6352213	/m/0g26jx		/m/041rx	Mel Blanc	37.0	/m/08csn_v		/m/0c5vh	1946.0	European, Jewish, Asian, Russian, Eastern European, Western European, German, European-Jewish, Lithuanian, German-Jewish, Lithuanian-Jewish, Russian-Jewish, Asian-Jewish, Central European
11144406	/m/02r1h_3	Capt. Chang	/m/041rx	Peter Lorre	37.0	/m/03jrmsj	/m/0h5m02_	/m/0h326	1941.0	European, Jewish, Hungarian, European-Jewish, Hungarian-Jewish, Central European
1231856	/m/04kkxx	Billy Chapel	/m/09vc4s	Kevin Costner	44.0	/m/02vc0xr	/m/02pzg4d	/m/0127m7	1999.0	European, Western European, British, German, Central European, Scottish, Welsh
1231856	/m/04kkxx	Gus Sinski	/m/0ffkb4	John C. Reilly	34.0	/m/02vb__w	/m/0clv30l	/m/02qgyv	1999.0	European, Lithuanian
1128108	/m/048pk1	Eddie O'Hare	/m/041rx	Jon Foster	19.0	/m/0k4z20	/m/0c09y0r	/m/07kb6p	2004.0	European, Jewish, Asian, Russian, Eastern European, European-Jewish, Russian-Jewish, Asian-Jewish
1128108	/m/048pk1	Marion Cole	/m/01qhm_	Kim Basinger	50.0	/m/0k4z1w	/m/0c09y0h	/m/01d0fp	2004.0	European, Scandinavian, Western European, British, German, Irish, Swedish, Central European, Scotch-Irish, English, Northern Ireland, Scottish
1128108	/m/048pk1	Evelyn Vaughn	/m/041rx	Mimi Rogers	48.0	/m/03jq7hr	/m/0c09y0_	/m/020trj	2004.0	Jewish
1128108	/m/048pk1	Frame Shop Owner	/m/033tf_	Donna Murphy	45.0	/m/0h167jg	/m/0h167jj	/m/06bhxw	2004.0	European, Czech, Central European
30531735	/m/082l0k	Philip Brogan	/m/041rx	River Phoenix	14.0	/m/0gb0p5c	/m/0gynfsh	/m/015076	1985.0	European, Jewish, Hungarian, European-Jewish, Hungarian-Jewish, Central European
30531735	/m/082l0k	Tina Brogan	/m/033tf_	Ellen Burstyn	52.0	/m/0gb1kct	/m/0h5jbtm	/m/019f2f	1985.0	European, Western European, French, German, Irish, Swiss, North American, Canadian, Swiss-German, Pennsylvania Dutch
8158277	/m/026tp9m		/m/0d8qh0	Carmit Bachar	31.0	/m/02vb5w7		/m/08mk_3	2006.0	European, Jewish, Middle Eastern, Asian, Southeast Asian, Western European, Dutch, Dutch-Indonesian, Israeli, East Asian, Chinese, Indonesian, West Asian, Chinese-Indonesian
8158277	/m/026tp9m		/m/041rx	Jessica Sutta	23.0	/m/02vbpj4		/m/0c_zlr	2006.0	European, Jewish, Eastern European, European-Jewish, Romanian, Romanian-Jewish
7668793	/m/0kvds4	Ben Richards	/m/019lrz	Arnold Schwarzenegger	40.0	/m/02t9_c1	/m/0gx3w8h	/m/0tc7	1987.0	European, Western European, Austrian, Central European
7668793	/m/0kvds4	William Laughlin	/m/04znbg	Yaphet Kotto	47.0	/m/02vcvzj	/m/0hf0gmw	/m/02s_15	1987.0	African, Jewish, African-Jewish, Cameroonian, North American, Panamanian
7668793	/m/0kvds4	Captain Freedom	/m/027n1m6	Jesse Ventura	36.0	/m/02vbmbh	/m/0h1qgk4	/m/0hd1l	1987.0	European, Slovak, Central European
10459622	/m/02qdt7z		/m/07bch9	Michael Keaton	35.0	/m/03jrwck		/m/01j5ws	1987.0	European, Western European, British, Irish, Scotch-Irish, Northern Ireland, Scottish
2028217	/m/06g77c	Susan Blue	/m/07hwkr	Laura Dern	39.0	/m/0hh_69c	/m/0hh_69g	/m/09zmys	2006.0	European, Scandinavian, Western European, British, Norwegian, Scottish
2028217	/m/06g77c	Nikki Grace	/m/07hwkr	Laura Dern	39.0	/m/0jzxxs	/m/0h2kh5v	/m/09zmys	2006.0	European, Scandinavian, Western European, British, Norwegian, Scottish
2028217	/m/06g77c	Devon Berk	/m/0g8_vp	Justin Theroux	35.0	/m/0jzxy2	/m/0gy6pw3	/m/070yzk	2006.0	European, Western European, French, North American, Canadian, French-Canadian
2028217	/m/06g77c	Billy Side	/m/0g8_vp	Justin Theroux	35.0	/m/0gy6pth	/m/0gy6ptl	/m/070yzk	2006.0	European, Western European, French, North American, Canadian, French-Canadian
18070985	/m/047nmtr		/m/041rx	Steven Bauer	49.0	/m/08cvxf5		/m/02vy5j	2006.0	European, Jewish, Western European, German, European-Jewish, German-Jewish, Central European
16791614	/m/04068zh	Benjamin Blake	/m/06v41q	Tyrone Power	27.0	/m/04dgr41	/m/0h36xw0	/m/02s58t	1942.0	European, Western European, French, North American, Canadian, French-Canadian
1157158	/m/04c13q		/m/048z7l	Hank Azaria	37.0	/m/0cg24r_		/m/0sw6g	2002.0	European, Jewish, Greek, European-Jewish, Spanish, Sephardic-Jewish, Spanish-Jewish, Southern European, Greek-Jewish
1157158	/m/04c13q	Burke Bennett	/m/0xnvg	Danny DeVito	57.0	/m/0jx3bf	/m/0h12jvg	/m/0q9kd	2002.0	European, Albanian, Italian, Southern European, Arbëreshë
1157158	/m/04c13q	Nora Wells	/m/03bkbh	Catherine Keener	43.0	/m/0jx3bl	/m/0h2nfw8	/m/04bdxl	2002.0	Arab, Middle Eastern, Lebanese, Asian, West Asian
1157158	/m/04c13q	Marion Frank Stokes	/m/041rx	Jon Stewart	39.0	/m/0jx3br	/m/0436qg9	/m/01j7rd	2002.0	European, Jewish, Asian, Russian, Belarusian, European-Jewish, Belarusian-Jewish, Russian-Jewish, Asian-Jewish
1157158	/m/04c13q		/m/09k5jvk	Salma Hayek	35.0	/m/0cg6mqh		/m/06x58	2002.0	Arab, European, Middle Eastern, Lebanese, Asian, Spanish, West Asian, Southern European
3028248	/m/08ll9g	Philip Train	/m/02ctzb	Ryan O'Neal	47.0	/m/03lcyxg	/m/05pstbk	/m/015g_7	1989.0	Jewish
3028248	/m/08ll9g	Alex Finch	/m/041rx	Robert Downey Jr.	23.0	/m/040r016	/m/0gxtthr	/m/016z2j	1989.0	European, Jewish, Western European, British, Hungarian, European-Jewish, Lithuanian, Swiss, Hungarian-Jewish, Lithuanian-Jewish, Central European, Scottish
3432108	/m/09c3qk		/m/08hpk0	Judith Barsi	8.0	/m/02tbbp3		/m/03chb2	1986.0	European, Hungarian, Central European
3432108	/m/09c3qk		/m/04znbg	Yaphet Kotto	47.0	/m/02vd8ct		/m/02s_15	1986.0	African, Jewish, African-Jewish, Cameroonian, North American, Panamanian
612656	/m/02wjh2	Chez	/m/041rx	Chris Penn	30.0	/m/02tbds7	/m/0h56t11	/m/04zn7g	1996.0	European, Jewish, European-Jewish, Lithuanian, Lithuanian-Jewish
7158571	/m/0h79q2	Bugs Bunny	/m/041rx	Mel Blanc	36.0	/m/052ch8x	/m/0d9kl	/m/0c5vh	1945.0	European, Jewish, Asian, Russian, Eastern European, Western European, German, European-Jewish, Lithuanian, German-Jewish, Lithuanian-Jewish, Russian-Jewish, Asian-Jewish, Central European
142274	/m/011xrr	New Jersey	/m/041rx	Jeff Goldblum	31.0	/m/0k48db	/m/0468byp	/m/01y_px	1984.0	European, Jewish, Western European, Austrian, European-Jewish, Austrian-Jewish, Central European
