Wikipedia_Movie_ID	Freebase_Movie_ID	Character_Name	Actor_Ethnicity	Actor_Name	Actor_Age_At_Movie_Release	Freebase_Character_Actor_Map_ID	Freebase_character_ID	Freebase_Actor_ID	Movie_Release_Year	Ethnicity_Label
910628	/m/03p2xc	Roger Davis	/m/07bch9	Jack Black	23.0	/m/0jvlys	/m/0gy97g8	/m/01vsn38	1992.0	European, Jewish, Asian, Russian, Eastern European, Western European, British, German, Irish, European-Jewish, Polish, German-Jewish, Polish-Jewish, Russian-Jewish, Asian-Jewish, Central European, English, Scottish
910628	/m/03p2xc		/m/032j30	David Strathairn	43.0	/m/0cg621f		/m/031k24	1992.0	indigenous peoples, Polynesian, Oceanian, Native Hawaiian
910628	/m/03p2xc	Rose Pondell	/m/041rx	Helen Hunt	29.0	/m/0cs2xdj	/m/0gym02m	/m/0c4f4	1992.0	European, Jewish, Western European, German, European-Jewish, German-Jewish, Central European
910628	/m/03p2xc		/m/048z7l	Jeremy Piven	27.0	/m/0cw0b63		/m/05bpg3	1992.0	European, Jewish, Asian, Russian, Eastern European, European-Jewish, Ukrainian, Russian-Jewish, Ukrainian-Jewish, Asian-Jewish
910628	/m/03p2xc	Child in Hospital	/m/0xnvg	Eva Amurri	7.0	/m/0h1jh8l	/m/0h1jh8n	/m/03m83s	1992.0	European, Western European, British, Irish, Italian, Southern European, English, Welsh
16543602	/m/03y9hyq	Barbara Gordon	/m/041rx	Jill Clayburgh	37.0	/m/0460kqm	/m/0h2qvnr	/m/01gw8b	1982.0	Jewish
16543602	/m/03y9hyq		/m/07bch9	Dianne Wiest	33.0	/m/0460kqs		/m/02x7vq	1982.0	European, Croatian, Yugoslav, Central European, Southern European
682257	/m/032knp	Lida 'Stony' Newsom	/m/0x67	Jada Pinkett Smith	25.0	/m/0k31_3	/m/0gxq_sz	/m/01j7z7	1996.0	Caribbean, Barbadian, Jamaican, North American
682257	/m/032knp		/m/0x67	Kimberly Elise	29.0	/m/0k31_l		/m/0758jk	1996.0	African, Malian, African by ethnicity, Songhai
682257	/m/032knp	Keith Weston	/m/0x67	Blair Underwood	32.0	/m/03jq9t0	/m/0h2sl0y	/m/03cvv4	1996.0	African, Cameroonian, Nigerian, African by ethnicity, Igbo
682257	/m/032knp		/m/0x67	Anna Maria Horsford	48.0	/m/0cg1z21		/m/08v5rq	1996.0	African, Caribbean, Sierra Leonean, Antigua and Barbuda, Dominican Republic, North American
10335449	/m/02q8typ	Helen	/m/04y8_bm	Jennifer Tilly	41.0	/m/02vb_yf	/m/0gz2dsp	/m/03jjzf	2000.0	European, Scandinavian, Finnish, North American, Canadian, Finnic
17138819	/m/043slpr		/m/063k3h	Mary Astor	26.0	/m/04dhr76		/m/02qhm3	1933.0	European, Western European, German, Portuguese, Central European, Southern European
12594839	/m/02wx3xf	Gallo	/m/0cnvdq1	Lance Henriksen	69.0	/m/05srkj_	/m/05srkk2	/m/02zhkz	2009.0	European, Scandinavian, Norwegian
2476100	/m/07gp3w	Grasping	/m/041rx	Ron Perlman	48.0	/m/04yy5vs	/m/0bc4317	/m/03hhd3	1998.0	European, Jewish, Hungarian, European-Jewish, Hungarian-Jewish, Central European
2476100	/m/07gp3w	Chief Wulisso	/m/07bch9	David Carradine	61.0	/m/04yy5wj	/m/0bc4321	/m/02p5hf	1998.0	European, Western European, Irish
2476100	/m/07gp3w	Fievel Mousekewitz	/m/07mqps	Thomas Dekker	10.0	/m/0669ryh	/m/0669rl3	/m/0djtky	1998.0	European, Western European, British, Dutch, Welsh
18619636	/m/04gj7p9	Porky Pig	/m/041rx	Mel Blanc	33.0	/m/0665hpk	/m/0dngm	/m/0c5vh	1941.0	European, Jewish, Asian, Russian, Eastern European, Western European, German, European-Jewish, Lithuanian, German-Jewish, Lithuanian-Jewish, Russian-Jewish, Asian-Jewish, Central European
18619636	/m/04gj7p9	Daffy Duck	/m/041rx	Mel Blanc	33.0	/m/0hynzx1	/m/0dng4	/m/0c5vh	1941.0	European, Jewish, Asian, Russian, Eastern European, Western European, German, European-Jewish, Lithuanian, German-Jewish, Lithuanian-Jewish, Russian-Jewish, Asian-Jewish, Central European
18619636	/m/04gj7p9	Decoy Duckling	/m/041rx	Mel Blanc	33.0	/m/0hynzx9	/m/0hynzxd	/m/0c5vh	1941.0	European, Jewish, Asian, Russian, Eastern European, Western European, German, European-Jewish, Lithuanian, German-Jewish, Lithuanian-Jewish, Russian-Jewish, Asian-Jewish, Central European
18674907	/m/04gtjpd		/m/04tvpv	Dave Grohl	38.0	/m/0gxk6y0		/m/0285c	2008.0	European, Slovak, Central European
26286140	/m/0b75nvb		/m/019lrz	Paul Henreid	44.0	/m/0g8nffr		/m/02m2wp	1953.0	European, Jewish, Western European, Austrian, European-Jewish, Austrian-Jewish, Central European
6098808	/m/0fq1b3	Det. Lipton	/m/065b6q	Donnie Wahlberg	37.0	/m/02vc__s	/m/0gyxn16	/m/02stwg	2007.0	European, Scandinavian, Western European, French, North American, Canadian, French-Canadian
1343352	/m/04v8y4		/m/07bch9	Charlton Heston	79.0	/m/0cg2dhv		/m/0chsq	2003.0	European, Western European, British, North American, Canadian
5664334	/m/0dyymp		/m/041rx	Ari Graynor	20.0	/m/0cg9kgr		/m/0bzt3j	2004.0	European, Polish, Central European
1822446	/m/05zq5_	Woo	/m/0x67	Jada Pinkett Smith	26.0	/m/03l736v	/m/0gxq_t5	/m/01j7z7	1998.0	Caribbean, Barbadian, Jamaican, North American
1822446	/m/05zq5_		/m/0x67	Billy Dee Williams	61.0	/m/0cw01s1		/m/027_sn	1998.0	Caribbean, European, Montserratian, Western European, British, North American
6109736	/m/0fqjx3		/m/0j4w_	Ivana Miličević	30.0	/m/0cgp045		/m/06qw6j	2005.0	European, Bosnia and Herzegovina, Yugoslav, Central European, Southern European
6788669	/m/0gn_8l		/m/07mqps	Henry Fonda	60.0	/m/02vcj_l		/m/0cj8x	1966.0	European, Western European, Dutch
6788669	/m/0gn_8l		/m/041rx	Kevin McCarthy	51.0	/m/03jq9mt		/m/04xbr4	1966.0	Jewish
482383	/m/02fttd	Rupert Pupkin	/m/0xnvg	Robert De Niro	39.0	/m/0k5kym	/m/0gxsd9s	/m/06cgy	1983.0	European, Western European, Dutch, French, German, Central European
482383	/m/02fttd	Masha	/m/041rx	Sandra Bernhard	27.0	/m/0k5kyy	/m/0h16_hb	/m/0m68w	1983.0	European, Jewish, Eastern European, European-Jewish, Romanian, Romanian-Jewish
482383	/m/02fttd	Him/Herself	/m/0dqqwy	Victor Borge	74.0	/m/0h170pj	/m/021y7s_	/m/01ncd1p	1983.0	European, Jewish, Scandinavian, Danish, European-Jewish, Danish-Jewish
5715101	/m/0f0sjn	Graeme Milne	/m/01nbcy	Lucy Liu	30.0	/m/05nq2p9	/m/0gyk3y2	/m/011zd3	1999.0	Asian, East Asian, Chinese
932297	/m/03r6q1		/m/01qhm_	Kevin Kline	52.0	/m/02vcqlv		/m/01gbn6	2000.0	Jewish
4213160	/m/0bq8q8	Dawn Divine	/m/08hpk0	Goldie Hawn	26.0	/m/0jsn0f	/m/0gz5wv1	/m/0cwtm	1971.0	European, Jewish, Hungarian, European-Jewish, Hungarian-Jewish, Central European
22995343	/m/064p2gx	Agatha Blaine	/m/02ctzb	Cloris Leachman	55.0	/m/04j2ljl	/m/05nf6yn	/m/02l3_5	1982.0	European, Czech, Central European
8174590	/m/026v7s3	Paul Roberts	/m/0dqqwy	Buddy Ebsen	28.0	/m/040f_st	/m/0bj9jw_	/m/018gn4	1936.0	European, Scandinavian, Western European, Danish, Estonian, German, Latvian, Lithuanian, Finnic, Central European, Baltic German
3186725	/m/08xxwl	Johnny Cade	/m/0xnvg	Ralph Macchio	21.0	/m/02vcqrj	/m/025ryly	/m/02rv8m	1983.0	European, Greek, Southern European
3186725	/m/08xxwl	"Keith ""Two-Bit"" Mathews"	/m/042gtr	Emilio Estevez	20.0	/m/03ldhgn	/m/0frt6r	/m/01z7s_	1983.0	European, Western European, British, Galician, Spanish, Southern European, Scottish
3186725	/m/08xxwl	Steve Randle	/m/02ctzb	Tom Cruise	20.0	/m/02vd439	/m/0frr01	/m/07r1h	1983.0	European, Western European, German, Central European
3186725	/m/08xxwl		/m/01qhm_	Nicolas Cage	19.0	/m/04d7nsm		/m/01vvb4m	1983.0	European, Western European, German, Italian, Polish, Central European, Southern European
4213168	/m/0bq8qz	Oktyabrina	/m/08hpk0	Goldie Hawn	28.0	/m/02vc39q	/m/0gz5wx_	/m/0cwtm	1974.0	European, Jewish, Hungarian, European-Jewish, Hungarian-Jewish, Central European
4213168	/m/0bq8qz	Kostya	/m/02g7sp	Anthony Hopkins	36.0	/m/02vc6by	/m/0gyj3bn	/m/0z4s	1974.0	European, Western European, British, Welsh
18231745	/m/04csjsb		/m/0x67	Arlen Escarpeta	27.0	/m/0j3164q		/m/08fq00	2009.0	Caribbean, Belizean, North American
2552048	/m/07mkd3		/m/0xnvg	Anne Bancroft	25.0	/m/0cg2y5k		/m/01dbk6	1957.0	European, Italian, Southern European
179825	/m/018js4	LT Pete 'Maverick' Mitchell	/m/02ctzb	Tom Cruise	23.0	/m/02k74rs	/m/02nwr82	/m/07r1h	1986.0	European, Western European, German, Central European
179825	/m/018js4	Charlotte 'Charlie' Blackwood	/m/07hwkr	Kelly McGillis	28.0	/m/0k77t4	/m/02nwr76	/m/01r2q_	1986.0	European, Western European, British, Irish, Scotch-Irish, Northern Ireland, Scottish, Welsh
179825	/m/018js4	Lt. Tom 'Iceman' Kazansky	/m/07bch9	Val Kilmer	26.0	/m/0k77t9	/m/02nwr8z	/m/0d_84	1986.0	European, Scandinavian, Western European, British, Irish, Swedish, Scotch-Irish, Northern Ireland, Scottish
179825	/m/018js4	Slider	/m/0ffjqy	Rick Rossovich	28.0	/m/03jqnfd	/m/0hg_tx6	/m/06lqy8	1986.0	European, Croatian, Yugoslav, Central European, Southern European
558336	/m/02pw_n	Andrew Largeman	/m/041rx	Zach Braff	28.0	/m/0jynxh	/m/03h9x3t	/m/036dyy	2004.0	European, Western European, British, English
558336	/m/02pw_n	Sam	/m/04ydrsn	Natalie Portman	22.0	/m/0jynxn	/m/09rjf33	/m/09l3p	2004.0	Middle Eastern, Asian, Israeli, West Asian
558336	/m/02pw_n	Mark	/m/0dqqwy	Peter Sarsgaard	32.0	/m/0jynxt	/m/05v94mr	/m/03x400	2004.0	European, Scandinavian, Danish
16305665	/m/03wghzn	Anna Anderson	/m/041rx	Amy Irving	33.0	/m/04m5_c8	/m/09k0mjm	/m/030h95	1986.0	Jewish
16305665	/m/03wghzn	Dowager Empress Maria	/m/03vv99	Olivia de Havilland	70.0	/m/04m5_cf	/m/09k0mgg	/m/0m6x4	1986.0	European, Western European, British, Guernsey
16305665	/m/03wghzn	Darya Romanoff	/m/07hwkr	Susan Lucci	39.0	/m/09k0mld	/m/0gz6r3_	/m/02_2sn	1986.0	European, Scandinavian, Swedish
9426146	/m/0288ggc		/m/04dbw3	Cesar Romero	31.0	/m/02vcdph		/m/022q4j	1939.0	Caribbean, European, Cuban, Spanish, North American, Southern European
29755185	/m/0fq06x_	Daffy Duck	/m/041rx	Mel Blanc	30.0	/m/0gx7smx	/m/0dng4	/m/0c5vh	1938.0	European, Jewish, Asian, Russian, Eastern European, Western European, German, European-Jewish, Lithuanian, German-Jewish, Lithuanian-Jewish, Russian-Jewish, Asian-Jewish, Central European
29755185	/m/0fq06x_	Porky Pig	/m/041rx	Mel Blanc	30.0	/m/0hyq74r	/m/0dngm	/m/0c5vh	1938.0	European, Jewish, Asian, Russian, Eastern European, Western European, German, European-Jewish, Lithuanian, German-Jewish, Lithuanian-Jewish, Russian-Jewish, Asian-Jewish, Central European
27941357	/m/0ch1lg0		/m/041rx	Ricardo Cortez	30.0	/m/0crvvrz		/m/07zj6v	1931.0	European, Jewish, Western European, Austrian, European-Jewish, Austrian-Jewish, Central European
27941357	/m/0ch1lg0		/m/063k3h	Mary Astor	24.0	/m/0cs03j2		/m/02qhm3	1931.0	European, Western European, German, Portuguese, Central European, Southern European
349941	/m/01z452	John Horatio Malkovich	/m/0ffjqy	John Malkovich	45.0	/m/0jv6m_	/m/02wmh_n	/m/017r13	1999.0	European, Croatian, Yugoslav, Central European, Southern European
349941	/m/01z452	Charlie	/m/042gtr	Charlie Sheen	33.0	/m/0bl46x7	/m/0bl46xb	/m/01pllx	1999.0	European, Galician, Spanish, Southern European
349941	/m/01z452	Maxine Lund	/m/03bkbh	Catherine Keener	40.0	/m/0jv6mv	/m/0bkzbhm	/m/04bdxl	1999.0	Arab, Middle Eastern, Lebanese, Asian, West Asian
349941	/m/01z452	Lotte Schwartz	/m/042gtr	Cameron Diaz	27.0	/m/0jv6mp	/m/04dwxq2	/m/0bksh	1999.0	European, Spanish, Southern European
15106250	/m/03hhm7y	Sarah Shagal	/m/02ctzb	Sharon Tate	64.0	/m/0lzr7x4	/m/0lzr7x7	/m/0c5qr	2008.0	European, Western European, Swiss, Central European
4350811	/m/0bykpk	Tom Joad	/m/07mqps	Henry Fonda	34.0	/m/0k57hw	/m/0bv44d	/m/0cj8x	1940.0	European, Western European, Dutch
4457831	/m/0c3jcz	Vivianne	/m/02vsw1	Anjelica Huston	49.0	/m/0c1t44k	/m/0h2d1fl	/m/01j5ts	2001.0	European, Western European, British, Irish, North American, Canadian, Scotch-Irish, Northern Ireland, Scottish, Welsh
4457831	/m/0c3jcz	Morgan le Fay	/m/041rx	Julianna Margulies	34.0	/m/0h291gj	/m/01zgn0	/m/01z_g6	2001.0	European, Jewish, Eastern European, Western European, Austrian, Hungarian, European-Jewish, Romanian, Austrian-Jewish, Hungarian-Jewish, Romanian-Jewish, Central European
1533733	/m/058q8s	Martin Breitner	/m/07bch9	James Stewart	31.0	/m/0k5ykf	/m/0gz5m63	/m/044qx	1940.0	European, Western European, British, Irish, Scotch-Irish, Northern Ireland, Scottish
28786220	/m/0ddd7dt		/m/09vc4s	Frances Fisher	40.0	/m/0cg15f2		/m/03q5dr	1993.0	European, Jewish, Asian, Russian, Scandinavian, Eastern European, Hungarian, European-Jewish, Norwegian, Hungarian-Jewish, Russian-Jewish, Asian-Jewish, Central European
4459184	/m/0c3ly_		/m/0g48m4	Casey Kasem	55.0	/m/0h110sf		/m/01d_4t	1988.0	Arab, Middle Eastern, Lebanese, Asian, Druze, West Asian
23219350	/m/065_91g	Miss Pussy Katz	/m/033tf_	Zooey Deschanel	26.0	/m/0c05mcv	/m/0n4fz6w	/m/03rl84	2007.0	European, Western European, Dutch, French, Swiss, Central European
27383563	/m/0by1wkq	Joe	/m/013b6_	Joseph Gordon-Levitt	31.0	/m/0gwhk6s	/m/0g9gh4k	/m/05zbm4	2012.0	European, Jewish, Eastern European, European-Jewish, Polish, Romanian, Polish-Jewish, Romanian-Jewish, Central European
34643655	/m/0gkyxjc		/m/033tf_	Paul Giamatti	46.0	/m/0j4m960		/m/0zcbl	2013.0	European, Western European, British, Dutch, French, Scottish
34643655	/m/0gkyxjc		/m/0912ll	Michelle Rodriguez	35.0	/m/0j4mc30		/m/01sl1q	2013.0	Caribbean, Dominican Republic, North American
34643655	/m/0gkyxjc		/m/0x67	Samuel L. Jackson	64.0	/m/0j4n3mm		/m/0f5xn	2013.0	African, Gabonese, African by ethnicity, Benga
34643655	/m/0gkyxjc		/m/041rx	Maya Rudolph	40.0	/m/0j4n9kk		/m/02k21g	2013.0	European, Jewish, European-Jewish, Lithuanian, Lithuanian-Jewish
34643655	/m/0gkyxjc		/m/01xhh5	Ken Jeong	44.0	/m/0j4m_2j		/m/02r39q7	2013.0	Asian, East Asian, Korean, South Korean
32309840	/m/0gy0hj9	Skunk	/m/041rx	Mel Blanc	40.0	/m/0gy3_zk	/m/0hyq860	/m/0c5vh	1948.0	European, Jewish, Asian, Russian, Eastern European, Western European, German, European-Jewish, Lithuanian, German-Jewish, Lithuanian-Jewish, Russian-Jewish, Asian-Jewish, Central European
32309840	/m/0gy0hj9	Bulldog	/m/041rx	Mel Blanc	40.0	/m/0hyq867	/m/0h5kgvp	/m/0c5vh	1948.0	European, Jewish, Asian, Russian, Eastern European, Western European, German, European-Jewish, Lithuanian, German-Jewish, Lithuanian-Jewish, Russian-Jewish, Asian-Jewish, Central European
33372085	/m/0h7ls35	Nurse Theresa	/m/0x67	Taraji P. Henson	40.0	/m/0gkg1p9	/m/0h28k4_	/m/0blbxk	2011.0	African, Cameroonian
33372085	/m/0h7ls35	Dan	/m/03ts0c	Troy Garity	37.0	/m/0gkg1n_	/m/0j5h3s6	/m/06zttt	2011.0	European, Scandinavian, Western European, British, Dutch, French, Frisian, Norwegian, North American, Canadian, Scottish, French-Canadian
18950355	/m/04jj8v5	Vivian Conrad	/m/07hwkr	Susan Lucci	46.0	/m/0cv3wtl	/m/0gz6r2c	/m/02_2sn	1993.0	European, Scandinavian, Swedish
32842014	/m/0hr6gzb	Chris Jericho	/m/0g8_vp	Chris Jericho	41.0	/m/0k0mfw4	/m/0h14fml	/m/026xcd	2012.0	European, Eastern European, Ukrainian
6947166	/m/0gyc54	Mickey Mouse	/m/01qhm_	Walt Disney	39.0	/m/0gy6d6t	/m/057ph	/m/081nh	1941.0	North American, Canadian
25064595	/m/09gdqz_		/m/0150zs	Frank Zappa	27.0	/m/09j3h95		/m/02whj	1968.0	Arab, Middle Eastern, Asian, West Asian
28054698	/m/0cmdkgj		/m/0x67	Anthony Anderson	38.0	/m/0ggbycp		/m/042xrr	2009.0	African, Cameroonian, Equatoguinean, African by ethnicity, Bubi, Fulbe, Hausa, Tikar
28054698	/m/0cmdkgj	Snow	/m/0cnvdq1	Melanie Griffith	51.0	/m/0ggbymq	/m/0gz6njj	/m/02g0rb	2009.0	European, Scandinavian, Norwegian, Swedish
14895549	/m/03h0t7v	Dr. Susan Hadley	/m/041rx	Mimi Rogers	35.0	/m/040mzb0	/m/0h1jcc1	/m/020trj	1992.0	Jewish
14895549	/m/03h0t7v		/m/01qhm_	Tab Hunter	60.0	/m/0gcj3rq		/m/01v0j0p	1992.0	Jewish
27211939	/m/0bwg8pq	Arturo	/m/07bch9	Val Kilmer	51.0	/m/0gm1wj8	/m/0gy8n5l	/m/0d_84	2011.0	European, Scandinavian, Western European, British, Irish, Swedish, Scotch-Irish, Northern Ireland, Scottish
1481638	/m/054xvf	Benson	/m/022dp5	Harvey Keitel	40.0	/m/0k2x6c	/m/0h2ly_y	/m/0klh7	1980.0	European, Jewish, Eastern European, European-Jewish, Polish, Romanian, Polish-Jewish, Romanian-Jewish, Central European
1481638	/m/054xvf	Adam	/m/09kr66	Kirk Douglas	63.0	/m/0k2x61	/m/0h135cp	/m/0j582	1980.0	European, Jewish, Asian, Russian, Eastern European, European-Jewish, Russian-Jewish, Asian-Jewish
4907569	/m/0ctmm0	Prof. Robert Burns	/m/033tf_	Steven Seagal	51.0	/m/0k1nrx	/m/0gy66r_	/m/0hqly	2003.0	Jewish
12637837	/m/02wz313	Brackett	/m/041rx	Dustin Hoffman	60.0	/m/03l1m_9	/m/0cj3d8v	/m/0bl2g	1997.0	European, Jewish, Asian, Russian, Eastern European, European-Jewish, Romanian, Ukrainian, Romanian-Jewish, Russian-Jewish, Ukrainian-Jewish, Asian-Jewish
12637837	/m/02wz313	Hollander	/m/033tf_	Alan Alda	61.0	/m/03l1m_s	/m/0cj3dbd	/m/0jmj	1997.0	European, Western European, Irish
12637837	/m/02wz313	Mrs. Banks	/m/07mqps	Blythe Danner	54.0	/m/03jt3cx	/m/0cj3dbx	/m/01bcq	1997.0	Caribbean, European, Barbadian, German, Swiss, North American, Swiss-German, Pennsylvania Dutch
3703077	/m/09w82k		/m/02w7gg	Kathryn Hunter	36.0	/m/0h2pkwb		/m/0b7bkm	1993.0	European, Greek, Southern European
6942006	/m/0gy3fy		/m/0x67	Clark Johnson	34.0	/m/0cgn4pk		/m/03yb32	1988.0	Caribbean, Trinidad and Tobago, North American
22381581	/m/05s_jz2	Hiram Jaffe	/m/041rx	Elliott Gould	31.0	/m/05tgf0z	/m/0c3dx55	/m/02xwgr	1970.0	European, Jewish, Asian, Russian, Eastern European, European-Jewish, Polish, Ukrainian, Polish-Jewish, Russian-Jewish, Ukrainian-Jewish, Asian-Jewish, Central European
100700	/m/0pmjs	Denise Archibald	/m/0x67	Kimberly Elise	34.0	/m/0j_6dt	/m/0c0lpd4	/m/0758jk	2002.0	African, Malian, African by ethnicity, Songhai
100700	/m/0pmjs		/m/041rx	Bill Maher	46.0	/m/0gy6cvn		/m/01n4f8	2002.0	European, Jewish, Hungarian, European-Jewish, Hungarian-Jewish, Central European
100700	/m/0pmjs	Gina Palumbo	/m/01g7zj	Laura Harring	37.0	/m/0c0lpdl	/m/0c0lpdp	/m/04ls66	2002.0	European, Western European, Austrian, Central European
100700	/m/0pmjs	Mitch Quigley	/m/08hpk0	Shawn Hatosy	26.0	/m/04ltl61	/m/0c0lpgf	/m/09ghbq	2002.0	European, Hungarian, Central European
100700	/m/0pmjs	Chief Gus Monroe	/m/0xnvg	Ray Liotta	47.0	/m/0j_6dz	/m/0c0lpfs	/m/02j490	2002.0	European, Western European, British, Irish, Scotch-Irish, Northern Ireland, Scottish
2353104	/m/075ztz	Daniel Larusso	/m/0xnvg	Ralph Macchio	27.0	/m/0k5k0t	/m/0fvbly3	/m/02rv8m	1989.0	European, Greek, Southern European
5735396	/m/0f1yt5	Jack Bellicec	/m/041rx	Jeff Goldblum	26.0	/m/0jzzxy	/m/0h0x5jl	/m/01y_px	1978.0	European, Jewish, Western European, Austrian, European-Jewish, Austrian-Jewish, Central European
5735396	/m/0f1yt5		/m/02w7gg	Veronica Cartwright	29.0	/m/0jzzy2		/m/04wn6l	1978.0	European, Western European, British
5735396	/m/0f1yt5	Dr. David Kibner	/m/041rx	Leonard Nimoy	47.0	/m/02vbf4p	/m/0h16dgp	/m/0f13b	1978.0	European, Jewish, Asian, Russian, Eastern European, European-Jewish, Ukrainian, Russian-Jewish, Ukrainian-Jewish, Asian-Jewish
5735396	/m/0f1yt5		/m/041rx	Kevin McCarthy	64.0	/m/03jqz8x		/m/04xbr4	1978.0	Jewish
22535918	/m/0csf__	Jerry	/m/041rx	Billy Crystal	61.0	/m/062v727	/m/09tqc34	/m/01h1b	2010.0	European, Jewish, Asian, Russian, Eastern European, Western European, Austrian, European-Jewish, Lithuanian, Austrian-Jewish, Lithuanian-Jewish, Russian-Jewish, Asian-Jewish, Central European
1038386	/m/040k1l		/m/033tf_	Frankie Muniz	14.0	/m/03jpgxy		/m/016b6z	2000.0	European, Spanish, Southern European
1038386	/m/040k1l		/m/03lmx1	Clint Howard	40.0	/m/0csw40q		/m/04xhwn	2000.0	European, Western European, Dutch
4036006	/m/0bdqmt	Goldwyn Girl	/m/07bch9	Lucille Ball	22.0	/m/0h139cv	/m/0h139cy	/m/04nw9	1934.0	European, Western European, British, French, Irish, English, Scottish
2976028	/m/08h5h5	Pop Crane	/m/065b6q	Kris Kristofferson	69.0	/m/0jxl6c	/m/0gzmk3h	/m/016h4r	2005.0	European, Scandinavian, Western European, British, Dutch, German, Irish, Swedish, Swiss, Central European, Scotch-Irish, Northern Ireland, Scottish, Swiss-German
28075240	/m/0cmc26r	Sigmund Freud	/m/0dqqwy	Viggo Mortensen	52.0	/m/0gm1brq	/m/07sgpx_	/m/01ps2h8	2011.0	European, Scandinavian, Danish, North American, Canadian
4046725	/m/0bf95l	Clydie Anderson	/m/048z7l	Rosanna Arquette	33.0	/m/02tb7kc	/m/02wmhcp	/m/01wk51	1993.0	European, Jewish, Asian, Russian, Eastern European, Western European, French, European-Jewish, Polish, Polish-Jewish, Russian-Jewish, North American, Canadian, Asian-Jewish, Central European, French-Canadian
19861657	/m/05_5_22	Matty	/m/0b__fv3	Aziz Ansari	27.0	/m/0b_yrh6	/m/0b_yrfq	/m/09ypcg	2010.0	indigenous peoples, Asian, South Asian, Tamil, Indian, Indian Tamil
19861657	/m/05_5_22	Sarah Marshall	/m/033tf_	Kristen Bell	29.0	/m/05tfyfz	/m/04hyh27	/m/04qt29	2010.0	European, Western European, British, German, Irish, Polish, Central European, Scottish
19861657	/m/05_5_22	Pinnacle Executives	/m/013xrm	Ellie Kemper	30.0	/m/0h0x6gg	/m/0h0x6gj	/m/05p92jn	2010.0	European, Western European, Breton, French
19861657	/m/05_5_22		/m/02p4q5p	Meredith Vieira	56.0	/m/0hh0plc		/m/020ffd	2010.0	European, Portuguese, Southern European, Azorean
19861657	/m/05_5_22		/m/0dqqwy	Lars Ulrich	46.0	/m/0hh0pll		/m/020hh3	2010.0	European, Jewish, Scandinavian, Danish, European-Jewish, Danish-Jewish
19861657	/m/05_5_22		/m/02vkw95	Christina Aguilera	29.0	/m/0hh0px1		/m/0127s7	2010.0	European, Western European, British, Dutch, German, Irish, South American, Ecuadorian, Central European, Welsh
129585	/m/0y_9q	Lieutenant Dunbar	/m/09vc4s	Kevin Costner	35.0	/m/0jwydl	/m/02nwcv5	/m/0127m7	1990.0	European, Western European, British, German, Central European, Scottish, Welsh
17156133	/m/0464hn_	Aurora de Valday	/m/0ffjvd	Vera Farmiga	35.0	/m/04m57gj	/m/0gkjwqc	/m/07yp0f	2009.0	European, Eastern European, Ukrainian
1285796	/m/04q4fh	Cornwall	/m/041rx	Don Rickles	72.0	/m/03jq8c_	/m/0h2l7v0	/m/013tjc	1998.0	European, Jewish, Western European, Austrian, European-Jewish, Austrian-Jewish, Central European
1285796	/m/04q4fh	King Arthur	/m/03bkbh	Pierce Brosnan	44.0	/m/045xxd8	/m/0cc6wjz	/m/018p4y	1998.0	European, Western European, Irish
22489028	/m/05zxcj0		/m/065b6q	Crispin Glover	42.0	/m/062y6t2		/m/023n39	2007.0	European, Scandinavian, Czech, Swedish, Central European
16949657	/m/04131rq	Niles Buchanan	/m/048z7l	Martin Landau	51.0	/m/04dh00l	/m/0h351k6	/m/01mqnr	1980.0	European, Jewish, Western European, Austrian, European-Jewish, Austrian-Jewish, Central European
5989305	/m/0fjdgm		/m/01336l	James Hong	53.0	/m/0bstr_6		/m/06qgjh	1983.0	Asian, East Asian, Chinese, Hong Kong
2729504	/m/07_gdn	Deke DaSilva	/m/0xnvg	Sylvester Stallone	34.0	/m/0k18pc	/m/0gxnkcn	/m/0gn30	1981.0	European, Western European, Breton, French
2729504	/m/07_gdn	Matthew Fox	/m/0x67	Billy Dee Williams	43.0	/m/0k18pj	/m/0h2jz6s	/m/027_sn	1981.0	Caribbean, European, Montserratian, Western European, British, North American
311765	/m/01t8m2	Joker	/m/065b6q	Mark Hamill	42.0	/m/0jv2nt	/m/0p6vc	/m/0154d7	1993.0	European, Scandinavian, Western European, British, Swedish, Scottish, Welsh
899255	/m/03n0cd	Ira Kane	/m/041rx	David Duchovny	40.0	/m/0jxzd8	/m/0g9bqgr	/m/0blt6	2001.0	European, Jewish, Asian, Russian, Eastern European, Western European, British, European-Jewish, Polish, Ukrainian, Polish-Jewish, Russian-Jewish, Ukrainian-Jewish, Asian-Jewish, Central European, Scottish
899255	/m/03n0cd	Governor Lewis	/m/0g8_vp	Dan Aykroyd	48.0	/m/0cg6vll	/m/0g9bqg_	/m/0d608	2001.0	European, Western European, British, Dutch, French, Irish, North American, Canadian, English, Scottish, French-Canadian
17367576	/m/043kgm6	Tom Ripley	/m/044038p	Barry Pepper	34.0	/m/0bykc5j	/m/0h1wxlh	/m/04m064	2005.0	North American, Canadian
3356006	/m/097fqj		/m/041rx	David Paymer	41.0	/m/0cg17d7		/m/02t_vx	1996.0	European, Jewish, Western European, Belgian, European-Jewish, Belgian-Jewish
3356006	/m/097fqj	David Krane	/m/0xnvg	Ray Liotta	41.0	/m/0k7l20	/m/0h28l9m	/m/02j490	1996.0	European, Western European, British, Irish, Scotch-Irish, Northern Ireland, Scottish
